Loan Identifier,Originator,Borrower Identifier,Property Identifier,Borrower Type,Foreign National,Borrower Year of Birth,Number of Debtors,Second Applicant Year of Birth,Borrower's Employment Status,First-time Buyer,Primary Income,Income Verification for Primary Income,Secondary Income,Income Verification for Secondary Income,Resident,Loan Origination Date,Date of Loan Maturity,Account Status Date,Origination Channel / Arranging Bank or Division,Purpose,Shared Ownership,Loan Term,Principal Grace Period,Amount Guaranteed,Subsidy,Loan Currency Denomination,Original Balance,Current Balance,Fractioned / Subrogated Loans,Repayment Method,Payment Frequency,Payment Due,Payment Type,Debt to Income,Lien,Mortgage Inscription,Interest Rate Type,Current Interest Rate Index,Current Interest Rate,Current Interest Rate Margin,Interest Rate Reset Interval,Revised Interest Rate Index,Restructuring Arrangement,Geographic Region List,Property Postcode,Property Type,Original Loan to Value,Valuation Amount,Original Valuation Type,Valuation Date,Current Loan to Value,Current Valuation Amount,Current Valuation Type,Current Valuation Date,Ipoteca,Account Status,Arrears Balance,Number Months in Arrears,Arrears 1 Month Ago,Arrears 2 Months Ago
4.606E+19,Cassa di Risparmio di Orvieto,"337,037,000,000,328,000",6.2202E+13,1,Y,1961,2,1966,1,N,22659,3,11329.5,3,2,2007-11,2027-12,2011-11,1,7,1,240,1,140000,N,EUR,140000,99646.37,N,2,1,755.3,1,2.93,1,280000,1,10,2,1.6,3,10,N,ITE22,5,1,41.85,334500,1,2007-10,29.79,334500,1,2007-10,280000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"319,393,000,000,770,000",6.2202E+13,1,Y,1971,2,1972,1,N,19923.3,3,9961.65,3,2,2007-11,2037-12,2011-11,1,1,1,360,0,150000,N,EUR,150000,88100.4,N,2,1,578.55,1,2.95,1,300000,3,12,4.6,4.6,361,12,N,ITE22,5,1,47.17,318000,1,2007-10,27.7,318000,1,2007-10,300000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"601,872,000,000,722,000",6.2202E+13,1,Y,1949,2,1957,1,N,59446.5,3,29723.25,3,2,2005-10,2015-12,2011-11,1,1,1,89,0,157553.2,N,EUR,157553.2,11775.53,N,2,1,1979.79,1,0.13,1,400000,1,4,1.85,1.8,3,4,N,ITE22,5,1,70.02,225000,1,2005-08,5.23,225000,1,2005-08,400000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"727,826,000,000,711,000",6.2202E+13,1,Y,1957,2,1960,5,N,20723.7,3,10361.85,3,2,2003-08,2027-10,2011-11,1,1,1,229,0,92066.11,N,EUR,92066.11,70994.8,N,2,1,690.79,1,2.28,1,210000,3,12,6.25,6.25,290,12,N,ITE22,5,1,69.22,133000,1,2003-07,53.38,133000,1,2003-07,210000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"348,214,000,000,348,000",6.2202E+13,1,Y,1957,2,1962,8,N,20259,3,6528.9,3,2,2008-12,2020-06,2011-11,1,1,1,138,0,53487.82,N,EUR,53487.82,24817.69,N,2,1,432.17,1,0.93,1,185925,1,2,1.5,1.5,1,2,N,ITE43,0,1,28.77,185925,1,2008-12,13.35,185925,1,2008-12,185925,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"333,942,000,000,405,000",6.2202E+13,1,Y,1964,2,1968,1,N,29805,3,11053.5,3,2,2009-05,2034-05,2011-11,1,7,1,300,1,120000,N,EUR,120000,103839.62,N,2,1,736.9,1,2.54,1,240000,3,12,5.5,5.5,300,12,N,ITE22,5,1,48,250001,1,2009-04,41.54,250001,1,2009-04,240000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"776,888,000,000,310,000",6.2202E+13,1,Y,1953,2,1954,1,N,13798.8,3,6899.4,3,2,2009-05,2034-05,2011-11,1,1,1,300,1,140000,N,EUR,140000,64308.59,N,2,1,459.96,1,3.11,1,280000,3,12,5.6,5.6,300,12,N,ITE22,5,1,63.64,220000,1,2008-11,29.23,220000,1,2008-11,280000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"723,829,000,007,011,000",6.2202E+13,1,Y,1986,2,1988,1,N,16667,3,6081.3,3,2,2010-07,2030-07,2011-11,1,1,1,240,1,80000,N,EUR,80000,63599.96,N,2,1,405.42,1,2.8,1,160000,1,4,2,1,3,4,N,ITE22,5,1,57.14,140000,1,2010-05,45.43,140000,1,2010-05,160000,2,405.42,1,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"7,015,272,000,000,330,000",6.2202E+13,1,Y,1965,2,1967,1,N,52062,3,8939.7,3,2,2010-11,2020-11,2011-11,1,7,1,120,1,59843.57,N,EUR,59843.57,35101.42,N,2,1,595.98,1,0.58,1,194000,3,12,3.65,3.65,120,12,N,ITE22,5,1,24.03,249000,1,2010-12,14.1,249000,1,2010-12,194000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"709,509,000,000,332,000",6.2202E+13,1,Y,1982,2,1985,1,Y,58251.9,3,29125.95,3,2,2011-05,2026-05,2011-11,1,7,1,180,1,300000,N,EUR,300000,228356.87,N,2,1,1941.85,1,2.61,1,600000,1,4,2,1.7,3,4,N,ITE22,5,1,46.3,648000,1,2011-03,35.24,648000,1,2011-03,600000,1,0,0,0,0
"4,606,004,347,180,020,000,000,000,000,000,000,000,000",Cassa di Risparmio di Orvieto,"322,826,000,000,344,000",6.2202E+13,1,Y,1946,3,1973,1,N,29772.3,3,14886.15,3,2,2002-04,2017-04,2011-11,1,7,1,180,0,136500,N,EUR,136500,22839.46,N,2,1,1025.41,1,0.51,1,238700,1,2,1.75,1.75,1,2,N,ITE22,5,1,57.18,238700,1,2002-03,9.57,238700,1,2002-03,238700,1,0,0,1019.83,1018.12
4.606E+19,Cassa di Risparmio di Orvieto,"314,266,000,000,343,000",6.2202E+13,1,Y,1943,2,1954,1,N,37262.35,3,18631.18,3,2,2001-02,2016-06,2011-11,1,7,1,180,1,206582.76,N,EUR,206582.76,14671.59,N,2,3,7443.26,1,0.26,1,392508,1,6,1.95,1.75,6,6,N,ITE22,5,1,52.63,392508,1,2001-02,3.74,392508,1,2001-02,392508,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"675,603,000,000,322,000",6.2202E+13,1,Y,1957,2,1963,5,N,15350.4,3,7675.2,3,2,2003-04,2018-04,2011-11,1,1,1,180,1,72300,N,EUR,72300,19905.31,N,2,1,523.46,1,0.86,1,144600,1,2,2,2,1,2,N,ITE22,5,1,42.7,169337.45,1,2003-03,11.75,169337.45,1,2003-03,144600,2,2108.24,4,1573.89,1044.46
4.606E+19,Cassa di Risparmio di Orvieto,"314,266,000,000,343,000",6.2202E+13,1,Y,1943,2,1954,1,N,23611,3,4087.95,3,2,2005-01,2020-02,2011-11,1,7,1,180,1,75000,N,EUR,75000,14463.36,N,2,1,270.73,1,0.52,1,150000,1,2,2,2,1,2,N,ITE22,5,1,15.31,490000,1,2004-12,2.95,490000,1,2004-12,150000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"316,870,000,000,332,000",6.2202E+13,1,Y,1962,2,1966,1,N,10082.7,3,5041.35,3,2,2005-02,2020-02,2011-11,1,1,1,180,1,50000,N,EUR,50000,17944.3,N,2,1,333.87,1,1.19,1,100000,1,2,1.35,1.35,1,2,N,ITE22,5,1,36.26,137879,1,2005-02,13.01,137879,1,2005-02,100000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"341,608,000,000,771,000",6.2202E+13,1,Y,1973,2,1979,1,N,9627.9,3,4813.95,3,2,2007-05,2037-11,2011-11,1,1,1,360,2,90000,N,EUR,90000,72495.33,N,2,1,312.34,1,5.02,1,180000,1,2,1.2,1.2,1,2,N,ITE22,5,1,39.13,230000,1,2007-09,31.52,230000,1,2007-09,180000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"415,898,000,000,706,000",6.2202E+13,1,Y,1975,2,1978,1,N,24363.15,3,12181.58,3,2,2000-05,2015-09,2011-11,1,7,1,180,1,103291.38,N,EUR,103291.38,4964.47,N,2,3,5017.83,1,0.14,1,206583,1,6,2.15,2,6,6,N,ITE22,5,1,50,206583,1,2000-05,2.4,206583,1,2000-05,206583,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"603,768,000,000,320,000",6.2202E+13,1,Y,1954,2,1959,1,N,12022.95,3,6011.48,3,2,2001-10,2017-03,2011-11,1,7,1,180,1,51645.69,N,EUR,51645.69,9975.35,N,2,3,2485.39,1,0.55,1,103292,1,6,2.15,2,6,6,N,ITE22,5,1,42.41,121780.53,1,2001-09,8.19,121780.53,1,2001-09,103292,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"604,942,000,000,344,000",6.2202E+13,1,Y,1970,2,1974,1,N,13065.8,3,6532.9,3,2,2002-04,2022-05,2011-11,1,7,1,240,1,75400,N,EUR,75400,33548.66,N,2,3,2589.31,1,1.71,1,150800,1,6,2.1,2,1,6,N,ITE22,5,1,50,150800,1,2002-04,22.25,150800,1,2002-04,150800,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"327,880,000,000,436,000",6.2202E+13,1,Y,1948,2,1952,1,N,5000,3,2500,3,2,2004-06,2018-07,2011-11,1,1,1,168,1,20000,N,EUR,20000,5136.66,N,2,1,143.01,1,0.68,1,40000,1,2,1.35,1.35,1,2,N,ITE22,5,1,37.6,53195.3,1,2004-04,9.66,53195.3,1,2004-04,40000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"320,780,000,000,340,000",6.2202E+13,1,Y,1957,2,1962,1,N,30948.47,3,5497.8,3,2,2005-03,2036-09,2011-11,1,1,1,240,17,100000,N,EUR,100000,76028.42,N,2,1,357.23,1,2.09,1,220000,1,2,1.75,1.75,1,2,N,ITE22,5,1,68.97,145000,1,2004-12,52.43,145000,1,2004-12,220000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"318,663,000,000,416,000",6.2202E+13,1,Y,1974,2,1977,1,N,24946.8,3,12473.4,3,2,2005-09,2020-10,2011-11,1,1,1,180,0,125000,N,EUR,125000,50553.55,N,2,1,825.34,1,1.35,1,250000,1,2,1.4,1.4,1,2,N,ITG28,9,1,77.4,161500,1,2005-08,31.3,161500,1,2005-08,250000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"750,300,000,000,733,000",6.2202E+13,1,Y,1977,2,1981,1,N,11776,3,2500,3,2,2006-09,2032-09,2011-11,1,7,1,300,1,145000,N,EUR,145000,110799.43,N,2,1,611.04,1,7.76,1,290000,1,2,1.4,1.4,1,2,N,ITD20,38,1,30.4,477000,1,2006-06,23.23,477000,1,2006-06,290000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"317,365,000,000,423,000",6.2202E+13,1,Y,1965,2,1973,1,N,28615.5,3,14307.75,3,2,2006-09,2021-09,2011-11,1,7,1,180,1,120000,N,EUR,120000,61016.13,N,2,1,953.85,1,1.42,1,240000,3,12,5,5,180,12,N,ITD20,38,1,33.33,360000,1,2006-08,16.95,360000,1,2006-08,240000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"318,663,000,000,416,000",6.2202E+13,1,Y,1974,2,1977,1,N,9738.9,3,4869.45,3,2,2007-02,2022-02,2011-11,1,1,1,180,0,50000,N,EUR,50000,24274.82,N,2,1,321.73,1,1.66,1,100000,1,2,0.9,0.9,1,2,N,ITE22,5,1,14.49,345000,1,2007-01,7.04,345000,1,2007-01,100000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"335,904,000,000,343,000",6.2202E+13,1,Y,1961,2,1964,1,N,25000,3,11204.55,3,2,2007-03,2023-04,2011-11,1,1,1,180,1,90000,N,EUR,90000,53966.83,N,2,1,2.01,1,1.49,1,180000,3,12,5.7,5.7,193,12,N,ITE22,5,1,60,150000,1,2006-10,35.98,150000,1,2006-10,180000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"336,918,000,000,721,000",6.2202E+13,1,Y,1970,2,1976,1,N,25200,3,10622.7,3,2,2007-08,2021-10,2011-11,1,7,1,170,0,82473.37,N,EUR,82473.37,45088.97,N,2,1,708.18,1,1.26,1,208000,3,12,5.7,5.7,170,12,N,ITE43,0,1,63.44,130000,1,2007-08,34.68,130000,1,2007-08,208000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"735,563,000,000,762,000",6.2202E+13,1,Y,1980,2,1985,1,N,10007.7,3,5003.85,3,2,2007-09,2017-09,2011-11,1,1,1,120,0,30000,N,EUR,30000,8138.33,N,2,1,333.59,1,0.54,1,60000,3,12,5.1,5.1,120,12,N,ITE13,51,1,41.67,72000,1,2007-08,11.3,72000,1,2007-08,60000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"336,092,000,000,319,000",6.2202E+13,1,Y,1960,2,1966,1,N,10511.4,3,5255.7,3,2,2007-10,2022-01,2011-11,1,1,1,171,0,40000,N,EUR,40000,22078.32,N,2,1,350.38,1,1.4,1,80000,3,12,5.1,5.1,171,12,N,ITE22,5,1,13.33,300000,1,2007-09,7.36,300000,1,2007-09,80000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"702,961,000,000,724,000",6.2202E+13,1,Y,1980,2,1983,1,N,19059.9,3,9529.95,3,2,2008-11,2023-11,2011-11,1,1,1,180,0,75000,N,EUR,75000,50027.93,N,2,1,635.33,1,1.75,1,150000,3,12,5.95,5.95,180,12,N,ITG28,9,1,60,125000,1,2008-07,40.02,125000,1,2008-07,150000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"433,361,000,000,410,000",6.2202E+13,1,Y,1973,2,1976,1,N,14550.6,3,7275.3,3,2,2008-04,2035-12,2011-11,1,1,1,332,0,130067.21,N,EUR,130067.21,103075.89,N,2,1,472.87,1,4.72,1,280000,1,2,1.2,1.2,1,2,N,ITE22,5,1,68.46,190000,1,2008-04,54.25,190000,1,2008-04,280000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"338,891,000,000,604,000",6.2202E+13,1,Y,1965,2,1967,1,N,8820.6,3,4410.3,3,2,2004-12,2025-01,2011-11,1,7,1,200,0,50960.33,N,EUR,50960.33,31448.06,N,2,1,290.31,1,2.38,1,114000,1,2,1.25,1.25,1,2,N,ITE22,5,1,44.7,114000,1,2004-11,27.59,114000,1,2004-11,114000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"746,167,000,000,770,000",6.2202E+13,1,Y,1966,2,1975,1,N,14237.1,3,7118.55,3,2,2008-07,2038-07,2011-11,1,1,1,360,0,110000,N,EUR,110000,93767.22,N,2,1,465.33,1,4.39,1,220000,1,4,2.05,2,3,4,N,ITE22,5,1,59.46,185000,1,2008-07,50.68,185000,1,2008-07,220000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"602,448,000,000,603,000",6.2202E+13,1,Y,1959,2,1962,5,N,21020,3,8977.05,3,2,2009-04,2029-03,2011-11,1,7,1,240,1,150000,N,EUR,150000,69151.49,N,2,1,598.47,1,2.31,1,300000,3,12,5.35,5.35,239,12,N,ITE22,5,1,47.62,315000,1,2009-01,21.95,315000,1,2009-01,300000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"758,739,000,000,723,000",6.2202E+13,1,Y,1981,2,1981,1,Y,53784.6,3,26892.3,3,2,2011-08,2036-08,2011-11,1,1,1,300,1,422120,N,EUR,422120,371016.76,N,2,1,1792.82,1,4.6,1,844240,1,4,2,1.2,3,4,N,ITE22,5,1,80.31,525600,1,2011-06,70.59,525600,1,2011-06,844240,1,0,0,0,0
"4,606,004,357,180,170,000,000,000,000,000,000,000,000",Cassa di Risparmio di Orvieto,7053038,6.2202E+13,1,Y,1992,3,1990,1,N,18990.9,3,19201.8,3,2,2007-02,2022-02,2011-11,1,1,1,180,0,100000,N,EUR,100000,48550.05,N,2,1,633.03,1,1.27,1,200000,1,2,0.9,0.9,1,2,N,ITE41,1,1,28.57,350000,1,2006-11,13.87,350000,1,2006-11,200000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"403,691,000,000,746,000",6.2202E+13,1,Y,1974,2,1977,1,N,13170.3,3,6585.15,3,2,2006-05,2027-11,2011-11,1,1,1,240,2,90000,N,EUR,90000,60104.51,N,2,1,432.04,1,3.04,1,180000,1,2,1,1,1,2,N,ITE22,5,1,43.9,205000,1,2006-01,29.32,205000,1,2006-01,180000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"421,382,000,000,734,000",6.2202E+13,1,Y,1974,2,1980,5,N,18421.2,3,9210.6,3,2,2006-05,2038-05,2011-11,1,5,1,360,2,174000,N,EUR,174000,144210.45,N,2,1,600.61,1,5.22,1,348000,1,2,1.2,1.2,1,2,N,ITE22,5,1,79.82,218000,1,2008-04,66.15,218000,1,2008-04,348000,2,1797.83,3,1196.99,597.68
4.606E+19,Cassa di Risparmio di Orvieto,"605,167,000,000,336,000",6.2202E+13,1,Y,1963,2,1964,1,N,5000,3,2500,3,2,2001-01,2021-06,2011-11,1,1,1,240,1,25822.84,N,EUR,25822.84,11825.47,N,2,3,934.17,1,1.58,1,51646,1,6,2.2,2,6,6,N,ITE22,5,1,16.67,154937,1,2000-09,7.63,154937,1,2000-09,51646,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"407,967,000,000,407,000",6.2202E+13,1,Y,1969,2,1973,1,N,18857.6,3,9428.8,3,2,2004-06,2024-07,2011-11,1,7,1,240,1,115000,N,EUR,115000,64664.16,N,2,3,3725.73,1,2.29,1,230000,1,6,1.75,1.55,1,6,N,ITE22,5,1,50,230000,1,2004-04,28.11,230000,1,2004-04,230000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"348,256,000,000,701,000",6.2202E+13,1,Y,1951,2,1954,1,N,20223.3,3,10111.65,3,2,2008-05,2023-06,2011-11,1,7,1,180,1,80000,N,EUR,80000,51231.79,N,2,1,674.11,1,1.69,1,160000,3,12,5.9,5.9,181,12,N,ITE22,5,1,50,160000,1,2008-02,32.02,160000,1,2008-02,160000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"400,022,000,000,343,000",6.2202E+13,1,Y,1967,2,1972,1,N,7859.7,3,3929.85,3,2,2000-10,2015-11,2011-11,1,7,1,180,1,36151.98,N,EUR,36151.98,1302.35,N,2,1,261.61,1,0.11,1,72304,1,2,1.75,1.75,1,2,N,ITE22,5,1,30.47,118630.14,1,2000-09,1.1,118630.14,1,2000-09,72304,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"402,976,000,000,403,000",6.2202E+13,1,Y,1969,2,1970,1,N,15423,3,7711.5,3,2,2003-01,2028-03,2011-11,1,7,1,300,1,110000,N,EUR,110000,68274.55,N,2,1,505.92,1,2.95,1,220000,1,2,2,2,1,2,N,ITE22,5,1,73.88,148894.52,1,2002-12,45.85,148894.52,1,2002-12,220000,1,0,0,0,507.49
4.606E+19,Cassa di Risparmio di Orvieto,"726,082,000,000,726,000",6.2202E+13,1,Y,1954,2,1957,1,N,15550.2,3,7775.1,3,2,2003-04,2023-04,2011-11,1,7,1,240,1,93000,N,EUR,93000,44599.47,N,2,1,512.99,1,1.91,1,186000,1,2,2,2,1,2,N,ITE22,5,1,100,93000,1,2003-03,47.96,93000,1,2003-03,186000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"410,080,000,000,675,000",6.2202E+13,1,Y,1953,2,1956,1,N,29453,3,7571.1,3,2,2004-03,2024-03,2011-11,1,1,1,240,0,95000,N,EUR,95000,49575.46,N,2,1,498.95,1,1.34,1,190000,1,2,1.5,1.5,1,2,N,ITE22,5,1,97.44,97500,1,2004-03,50.85,97500,1,2004-03,190000,2,992.02,2,1219.36,1081.29
4.606E+19,Cassa di Risparmio di Orvieto,"422,242,000,000,434,000",6.2202E+13,1,Y,1956,2,1966,1,N,11151.6,3,5575.8,3,2,2004-04,2019-05,2011-11,1,7,1,180,1,55000,N,EUR,55000,16777.99,N,2,1,369.57,1,1,1,110000,1,2,1.35,1.35,1,2,N,ITE22,5,1,42.7,128798,1,2004-04,13.03,128798,1,2004-04,110000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"747,647,000,000,747,000",6.2202E+13,1,Y,1963,2,1964,1,N,20474,3,5112.75,3,2,2006-07,2021-07,2011-11,1,1,1,180,0,40000,N,EUR,40000,20492.73,N,2,1,340.85,1,0.8,1,80000,3,12,5.85,5.85,180,12,N,ITE42,2,1,18.02,222000,1,2006-07,9.23,222000,1,2006-07,80000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"768,562,000,000,768,000",6.2202E+13,1,Y,1977,2,1982,1,N,21430.2,3,10715.1,3,2,2007-10,2028-10,2011-11,1,1,1,240,0,103000,N,EUR,103000,79456.63,N,2,1,716.84,1,2.47,1,206000,3,12,5.1,5.1,252,12,N,ITE22,5,1,70.55,146000,1,2007-10,54.42,146000,1,2007-10,206000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"742,959,000,000,742,000",6.2202E+13,1,Y,1971,2,1971,1,N,19981.5,3,9990.75,3,2,2008-01,2028-01,2011-11,1,7,1,240,0,160000,N,EUR,160000,88154.43,N,2,1,657.55,1,2.94,1,320000,1,10,1.75,1.7,3,10,N,ITE42,2,1,68.09,235000,1,2007-12,37.51,235000,1,2007-12,320000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"340,841,000,000,738,000",6.2202E+13,1,Y,1971,2,1974,1,N,14501.1,3,7250.55,3,2,2008-09,2035-04,2011-11,1,1,1,319,0,122629.2,N,EUR,122629.2,97417.29,N,2,1,471.8,1,4.48,1,260000,1,2,1.35,1.35,1,2,N,ITE43,0,1,74.32,165000,1,2008-09,59.04,165000,1,2008-09,260000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"803,581,000,000,803,000",6.2202E+13,1,Y,1973,2,1976,1,N,17363.1,3,8681.55,3,2,2009-02,2029-02,2011-11,1,7,1,240,0,84832.27,N,EUR,84832.27,67026.37,N,2,1,578.77,1,2.57,1,180000,3,12,5.4,5.4,240,12,N,ITF12,64,1,55.85,151900,1,2008-10,44.13,151900,1,2008-10,180000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"711,953,000,000,765,000",6.2202E+13,1,Y,1948,2,1956,1,N,13587.3,3,6793.65,3,2,2009-02,2019-02,2011-11,1,1,1,120,0,50000,N,EUR,50000,19360.75,N,2,1,450.41,1,0.95,1,100000,1,2,1.25,1.25,1,2,N,ITE22,5,1,30.83,162200,1,2008-11,11.94,162200,1,2008-11,100000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"733,863,000,000,733,000",6.2202E+13,1,Y,1956,2,1957,1,N,29000,3,5359.95,3,2,2006-11,2024-08,2011-11,1,1,1,187,0,59293.24,N,EUR,59293.24,36573.95,N,2,1,353.04,1,1.06,1,140000,1,2,1,1,1,2,N,ITE22,5,1,42.35,140000,1,2006-11,26.12,140000,1,2006-11,140000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"705,257,000,000,809,000",6.2202E+13,1,Y,1975,2,1983,1,N,25833.6,3,12916.8,3,2,2009-07,2039-07,2011-11,1,7,1,360,1,150000,N,EUR,150000,136474.12,N,2,1,861.12,1,3.52,1,300000,3,12,5.6,5.6,360,12,N,ITE22,5,1,76.92,195000,1,2009-04,69.99,195000,1,2009-04,300000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"429,258,000,000,759,000",6.2202E+13,1,Y,1968,2,1972,3,Y,15599.7,3,7799.85,3,2,2009-12,2025-02,2011-11,1,7,1,186,1,84657,N,EUR,84657,56932.48,N,2,1,519.99,1,2.43,1,169314,1,4,1.05,1,3,4,N,ITE22,5,1,47.03,180000,1,2009-09,31.63,180000,1,2009-09,169314,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"725,792,000,000,701,000",6.2202E+13,1,Y,1975,2,1976,1,N,24289,3,5364,3,2,2010-04,2030-04,2011-11,1,7,1,240,1,53735,N,EUR,53735,44589.99,N,2,1,357.6,1,1.5,1,107470,3,12,5.1,5.1,240,12,N,ITE22,5,1,18.09,297000,1,2010-03,15.01,297000,1,2010-03,107470,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"347,689,000,000,349,000",6.2202E+13,1,Y,1957,2,1958,1,N,65475,3,9665.55,3,2,2010-07,2025-07,2011-11,1,7,1,180,1,99509.3,N,EUR,99509.3,79378.61,N,2,1,644.37,1,1.06,1,280000,1,4,2,1.5,3,4,N,ITE22,5,1,60.68,164000,1,2010-05,48.4,164000,1,2010-05,280000,3,11318.67,16,10631.92,9946.51
4.606E+19,Cassa di Risparmio di Orvieto,"344,886,000,000,400,000",6.2202E+13,1,Y,1969,2,1970,1,N,20779,3,8743.35,3,2,2010-12,2022-12,2011-11,1,7,1,144,1,63538.09,N,EUR,63538.09,43903.76,N,2,1,582.89,1,1.49,1,136000,3,12,4.85,4.85,144,12,N,ITE22,5,1,32.25,197000,1,2010-12,22.29,197000,1,2010-12,136000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"726,178,000,000,701,000",6.2202E+13,1,Y,1972,2,1974,1,N,16180,3,2758.5,3,2,2004-12,2019-12,2011-11,1,7,1,180,1,60000,N,EUR,60000,9300.94,N,2,1,182.74,1,0.49,1,120000,1,2,2,2,1,2,N,ITE22,5,1,53.26,112645,1,2004-11,8.26,112645,1,2004-11,120000,1,0,0,0,180.46
4.606E+19,Cassa di Risparmio di Orvieto,"347,036,000,000,347,000",6.2202E+13,1,Y,1961,2,1963,1,N,15000,3,6458.25,3,2,2007-07,2022-07,2011-11,1,7,1,180,0,65000,N,EUR,65000,33977.41,N,2,1,426.5,1,1.58,1,130000,1,2,1.5,1.5,1,2,N,ITE22,5,1,33.33,195000,1,2007-07,17.42,195000,1,2007-07,130000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"604,716,000,000,432,000",6.2202E+13,1,Y,1964,2,1976,1,N,19797.3,3,9898.65,3,2,2006-05,2016-05,2011-11,1,1,1,120,0,60000,N,EUR,60000,6998.57,N,2,1,659.91,1,0.24,1,120000,3,12,5.6,5.6,120,12,N,ITE22,5,1,20.83,288000,1,2006-02,2.43,288000,1,2006-02,120000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"603,432,000,000,330,000",6.2202E+13,1,Y,1937,2,1938,8,N,8746.8,3,4373.4,3,2,2006-04,2026-05,2011-11,1,1,1,240,1,55000,N,EUR,55000,37527.89,N,2,1,287.47,1,2.86,1,110000,1,2,1.75,1.75,1,2,N,ITE22,5,1,50,110000,1,2006-01,34.12,110000,1,2006-01,110000,2,4128.59,14,3829.59,3531.06
4.606E+19,Cassa di Risparmio di Orvieto,"602,899,000,000,755,000",6.2202E+13,1,Y,1949,2,1953,1,N,13226,3,4974.6,3,2,2006-11,2022-01,2011-11,1,1,1,180,1,40000,N,EUR,40000,21693.66,N,2,1,331.64,1,1.19,1,80000,3,12,5.6,5.6,182,12,N,ITE22,5,1,26.67,150000,1,2006-10,14.46,150000,1,2006-10,80000,1,0,0,0,0
4.606E+19,Cassa di Risparmio di Orvieto,"335,772,000,000,348,000",6.2202E+13,1,Y,1965,2,1968,1,N,17892.6,3,8946.3,3,2,2008-07,2024-04,2011-11,1,1,1,189,0,98353.31,N,EUR,98353.31,58976.04,N,2,1,589.45,1,2.2,1,230000,1,2,1.25,1.25,1,2,N,ITE22,5,1,85.52,115000,1,2008-07,51.28,115000,1,2008-07,230000,1,0,0,0,0
